price_per_unit,quality_score,delivery_time_days,on_time_delivery_rate,defect_rate,return_rate,delivery_mode,lead_time_variance,forecast_accuracy,seasonality_index,demand_volatility_index,order_frequency_monthly,avg_order_volume,payment_term_days,offer_validity_days,procurement_action_code,delivery_term_code,items_requested,items_offered,temporal_month,supplier_reliability_score,selected_supplier_flag
79.7,1.16,9,0.8,0.05,0.01,Air,3.47,0.9,1.08,0.69,22,2055.42,90,53,1,1,925,417,9,0.44,0
206.97,1.44,9,0.95,0.05,0.03,Road,2.52,0.96,0.81,0.03,10,3803.54,45,59,3,3,77,869,7,0.05,1
99.95,6.15,9,0.73,0.09,0.03,Sea,2.38,0.98,1.04,0.64,26,6966.54,60,20,1,1,992,906,11,0.78,0
413.71,8.38,27,0.95,0.03,0.05,Sea,3.46,0.6,1.18,0.12,19,9459.11,15,11,3,2,806,939,1,0.72,1
476.46,3.94,17,0.75,0.03,0.01,Air,0.98,0.64,1.06,0.47,40,295.85,90,49,2,3,823,396,7,0.4,1
82.54,4.15,12,0.72,0.04,0.03,Sea,4.91,0.87,1.17,0.73,45,2681.6,60,58,2,1,489,543,11,0.71,1
479.8,6.37,25,0.89,0.02,0.02,Road,3.23,0.76,1.03,0.7,41,7673.16,90,51,3,3,686,350,9,0.62,0
285.16,3.47,13,0.84,0.01,0.03,Road,1.83,0.93,1.14,0.3,4,1816.6,15,51,1,2,110,548,8,0.77,0
184.8,1.24,8,0.97,0.09,0.01,Air,3,0.6,0.85,0.27,40,1203.41,90,42,1,2,252,926,12,0.31,0
84.59,7.62,16,0.81,0.06,0,Air,1.08,0.92,0.85,0.44,5,557.23,90,15,2,0,99,223,4,0.65,0
275.28,6.63,18,0.79,0.09,0.03,Air,3.17,0.65,0.85,0.19,29,5074.65,60,29,1,1,958,406,5,0.63,1
407.53,6.23,29,0.85,0.08,0.02,Road,0.14,0.72,1,0.97,38,7700.56,30,38,1,3,910,53,3,0.09,0
368.19,7.68,27,0.84,0.03,0.01,Air,1.71,0.99,0.93,0.34,5,9621.17,90,35,0,0,609,601,10,0.28,0
72.6,7.08,1,0.8,0.05,0.02,Sea,3.74,0.62,1.09,0.92,1,2748.11,60,51,2,3,136,375,10,0.86,0
82.81,2.85,1,0.91,0.01,0,Sea,4.04,0.74,1.16,0.91,28,1301.59,15,34,1,0,628,801,12,0.16,1
231.29,4.17,12,0.93,0.09,0.05,Road,1.26,0.63,1.05,0.36,19,4085.28,15,46,0,0,843,183,2,0.38,1
182.88,2.13,6,0.96,0.04,0.03,Sea,2.7,0.94,0.89,0.25,36,648.86,30,58,3,0,408,282,3,0.23,1
154.57,2.17,9,0.99,0.04,0.04,Air,2.64,0.88,1.17,0.77,1,3380.46,15,17,0,2,311,782,7,0.14,1
176.45,7.09,23,0.78,0.03,0.02,Sea,2.11,0.92,1.01,0.23,29,6466.49,60,25,0,2,503,559,8,0.14,0
411.57,8.73,5,0.91,0.05,0.05,Air,1.14,0.81,1.09,0.52,36,1764.84,30,7,0,2,765,580,2,0.35,1
468.15,9.66,27,0.82,0.03,0.02,Sea,3.52,0.74,1.16,0.11,32,6355.58,60,15,0,2,706,499,9,0.8,1
232.3,6.66,16,0.9,0.04,0.03,Road,1.26,0.6,1.2,0.39,14,9722.3,30,8,0,3,785,932,4,0.97,0
457.75,2.66,18,0.84,0.08,0.02,Air,4.56,0.71,1,0.08,32,8655.58,30,10,0,1,430,191,2,0.57,0
194.67,1.95,17,1,0.08,0.04,Sea,2.64,0.81,1.12,0.28,46,3632.67,60,35,3,2,622,626,7,0.64,0
264.4,8.32,18,0.92,0.03,0.03,Road,4.35,0.87,1.03,0.67,9,4272.81,30,10,3,1,962,105,11,0.78,1
151.71,6.21,1,0.99,0.05,0.01,Sea,1.45,0.69,0.99,0.99,19,4251.27,60,7,2,0,774,611,2,0.66,1
338.21,6.56,19,0.95,0.09,0.01,Road,4.04,0.66,1.02,0.25,11,8613.02,15,34,2,1,151,80,7,0.85,0
490.54,8.03,22,0.97,0.01,0.03,Sea,0.57,0.68,0.99,0.47,48,9938.89,15,24,3,2,910,621,8,0.88,1
321.57,7.33,29,0.94,0.09,0.02,Air,3.83,0.74,0.97,0.45,4,8276.37,90,52,3,3,262,320,9,0.63,0
211.02,8.51,8,0.84,0.02,0,Air,1.93,0.66,1.09,0.18,41,5625.37,45,19,2,2,82,336,12,0.53,0
341.52,1.51,3,0.78,0.07,0.02,Air,2.35,0.66,0.9,0.61,25,1063.92,45,46,0,3,223,692,12,0.39,1
105.31,7.73,26,0.81,0.06,0.03,Air,0.83,0.62,1.05,0.72,17,9549.39,15,12,1,2,388,356,11,0.46,0
449.9,8.66,25,0.71,0.06,0.04,Air,0.09,0.94,1.09,0.15,47,8614.45,90,55,0,0,308,175,1,0.35,0
276.39,3.58,26,0.86,0.09,0,Sea,3.33,0.69,1.16,0.76,8,8429.97,45,49,3,3,954,889,2,0.43,1
252.21,6.76,5,0.85,0.01,0.02,Sea,2.94,0.93,0.93,0.7,45,3979,60,53,2,0,388,761,2,0.9,1
313.64,3.83,23,0.86,0.03,0.04,Sea,3.11,0.78,1.14,0.2,1,4527,60,45,2,2,501,225,7,0.97,1
331.15,9.62,8,0.99,0.05,0.03,Sea,1.28,0.85,1.18,0.65,2,1284.65,30,28,0,0,693,353,6,0.36,1
82.3,1.3,19,0.97,0.08,0.01,Air,1.2,0.63,1.06,0.39,10,9384.94,45,36,2,1,961,70,11,0.22,0
357.18,6.22,18,0.75,0.02,0.04,Road,4.15,0.83,1.11,0.68,27,9438.02,60,33,3,1,313,950,9,0.08,1
158.87,2.5,18,0.81,0.08,0.02,Air,3.81,0.72,0.96,0.5,27,2618.97,45,14,3,3,935,195,3,0.84,1
371.28,7.41,21,0.83,0.04,0.02,Sea,1.68,0.64,1.18,0.05,13,6990.48,30,49,1,1,938,373,8,0.87,0
420.14,2.58,1,0.81,0.02,0.05,Air,3.19,0.96,1.07,0.79,11,2114.55,15,34,3,1,507,934,5,0.45,0
411.78,3.12,15,0.94,0.08,0.05,Air,4.14,0.84,0.92,0.56,14,3990.18,90,59,1,2,751,191,5,0.54,0
298.63,5.45,18,0.86,0.01,0.02,Air,4.44,0.7,0.96,0.72,32,3093.58,30,8,1,2,942,740,10,0.74,0
284.08,9.23,29,0.87,0.05,0.01,Road,0.03,0.77,1.05,0.13,16,3956.95,30,26,0,1,955,43,11,0.38,1
114.29,2.91,25,0.96,0.01,0.02,Air,4.07,0.74,0.89,0.72,29,3158.83,30,17,2,3,246,414,12,0.2,1
398.91,2.3,7,0.94,0.04,0,Air,1.75,0.88,1.1,0.41,38,3518.38,90,20,3,1,239,566,5,0.11,1
172.13,7.83,16,0.74,0.06,0,Road,3.59,0.84,0.89,0.8,34,7931.5,60,30,2,2,16,906,8,0.24,0
273.51,5.51,16,0.91,0.06,0.02,Air,1.86,0.61,1.04,0.6,26,3070.27,45,19,1,0,716,147,7,0.65,0
177.92,9.21,15,0.83,0.04,0.05,Air,3.03,0.68,1.08,0.35,5,8165.49,15,14,3,3,265,707,11,0.35,0
110.22,2.32,6,0.79,0.04,0.04,Air,3.23,0.79,1.14,0.2,19,5722.43,15,50,2,3,180,871,12,0.87,0
333.3,6.81,9,0.72,0.02,0.03,Air,2.02,0.78,1.09,0.82,39,7826.4,90,27,3,1,561,37,7,0.09,0
74.45,3.1,7,0.85,0.05,0.03,Air,2.56,0.81,1.12,0.56,28,9197.02,15,28,0,0,297,966,4,0.42,1
386.89,2.41,14,0.81,0.1,0,Sea,3.63,0.89,1.17,0.99,28,1470.41,90,15,3,3,749,115,6,0.26,1
192.91,7.15,11,0.78,0.09,0.01,Air,2.38,0.87,1.04,0.37,17,3504.51,90,48,1,3,243,807,1,0.89,0
50.06,6.34,21,0.91,0.01,0,Road,0.07,0.75,1.14,0.69,37,650.02,45,49,3,2,882,805,6,0.81,0
280.01,7.79,16,0.93,0,0.04,Air,0.06,0.95,0.89,0.62,44,4128.41,45,17,0,1,704,166,5,0.98,1
71.08,3.79,25,0.77,0.09,0.01,Sea,3.31,0.63,1.13,0.64,19,2450.29,90,22,0,1,502,808,1,0.12,1
174.28,5.03,6,0.71,0.05,0.04,Road,4.24,0.83,0.89,0.74,27,5759.62,45,56,2,3,220,116,11,0.78,1
368.14,4.65,22,0.95,0.05,0.03,Road,3.93,0.98,1.17,0.14,12,7855.56,60,59,0,0,871,242,1,0.13,0
78.21,9.86,27,0.7,0.08,0.01,Air,1.55,0.82,0.93,0.55,3,4915.02,30,15,1,0,376,205,3,0.16,0
427.7,3.63,16,0.98,0.03,0.01,Sea,2.36,0.78,0.87,0.51,4,3402.86,15,9,0,0,238,860,4,0.04,0
51.72,3.65,20,0.89,0.05,0.03,Air,1.17,0.65,0.86,0.34,47,1610.31,15,42,2,0,354,211,1,0.46,1
161.07,4.19,29,0.8,0.1,0.05,Sea,4.95,0.92,0.87,0.44,47,365.62,15,58,0,1,776,118,12,0.13,1
383.41,6.08,16,0.77,0.07,0.04,Sea,1.3,0.75,0.98,0.52,11,6811.04,15,57,0,2,86,552,10,0.35,1
192.32,3.27,12,0.7,0.02,0.02,Air,2.08,0.88,1.01,0.32,34,402.4,60,48,3,0,469,747,7,0.28,0
95.85,9.24,17,0.77,0.01,0.03,Sea,3.41,0.68,1.17,0.29,18,9216.3,60,19,2,0,274,50,2,0.98,1
212.11,3.39,5,0.74,0.02,0.02,Air,4.38,0.62,0.95,0.74,35,5982.88,30,7,3,2,513,73,11,0.66,0
171.68,9.06,27,0.88,0.08,0.05,Sea,0.26,0.72,0.89,0.07,18,3597.62,90,50,2,1,753,752,4,0.41,0
429.22,1.93,25,0.75,0.03,0.04,Road,1.51,0.71,1.1,0.31,46,514.94,45,17,2,2,658,899,12,0.88,0
191.01,6.91,13,0.86,0,0.03,Air,2.84,0.95,0.85,0.65,6,4193.52,30,30,2,2,585,691,9,0.06,0
405.02,9.16,8,0.88,0.09,0.02,Sea,3.09,0.95,1.16,0.21,34,8686.27,15,11,2,0,254,821,8,0.33,1
451.34,2.52,24,0.79,0.02,0.03,Road,0.35,0.81,0.96,0.57,33,9701.25,45,8,2,2,438,424,2,0.51,0
245.22,9.71,5,0.71,0,0.02,Road,3.32,0.61,1.05,0.3,8,940.79,30,23,2,2,100,381,11,0.05,1
459.47,5.08,12,0.71,0.02,0,Road,2.64,0.69,0.87,0.84,42,7793.67,15,23,0,1,454,660,11,0.15,0
219.79,9.51,9,0.71,0.02,0.02,Road,4.14,0.86,0.86,0.35,20,2657.74,30,26,0,0,242,813,9,0.9,1
483.84,7.09,3,0.92,0.04,0.05,Air,1.11,0.64,1.12,0.23,20,3856.43,15,21,0,0,872,373,1,0.18,1
90.18,3.71,3,0.8,0.09,0.03,Sea,0.98,0.88,0.97,0.53,43,5521.96,15,10,1,3,463,245,6,0.92,0
359.16,2.69,1,0.94,0.09,0,Road,3.97,0.6,1.19,0.14,18,9947.81,60,17,2,0,358,809,3,0.1,0
272.22,3.73,25,0.83,0.05,0.04,Sea,3.52,0.87,1.01,0.8,27,2167.27,15,29,0,1,103,480,1,0.89,0
224.44,1.84,22,0.84,0.04,0.01,Sea,3.96,0.94,1.14,0.68,48,1391.93,30,7,2,1,431,881,8,0.45,1
334.72,2.29,18,0.85,0.06,0.01,Sea,3.91,0.79,1.19,0.77,5,5990.27,45,48,3,1,724,509,6,0.57,1
366.74,1.94,24,0.91,0.02,0.01,Air,0.52,0.93,0.91,0.4,7,8545.19,60,56,1,3,499,432,4,0.28,0
51.96,4.81,12,0.78,0.01,0.03,Air,1.39,0.91,1.12,0.84,22,6517.34,45,53,2,3,695,588,3,0.27,0
125.13,8.16,9,0.74,0.09,0.03,Road,1.3,0.87,0.81,0.49,34,3541.01,90,57,0,1,133,197,10,0.49,1
370.87,2.27,9,0.87,0.02,0.02,Sea,4.67,0.78,1.07,0.09,43,9772.13,45,10,1,0,591,869,2,0.36,0
349.87,2.17,18,0.8,0.02,0.04,Air,2.44,0.71,1.1,0.22,13,9950.82,90,44,3,3,624,802,5,0.08,0
484.72,6.79,18,0.83,0.05,0.02,Air,0.56,0.94,0.99,0.71,32,7729.43,90,8,2,0,242,549,8,0.35,0
392.47,2.77,29,0.89,0.05,0.04,Air,1.45,0.86,0.86,0.9,24,8043.92,60,51,1,3,73,412,12,0.25,0
477.85,1.88,7,0.85,0,0.01,Road,4.36,0.92,1.05,0.1,16,7632.33,45,33,2,2,616,503,8,0.85,1
366.14,2.5,27,0.89,0.01,0.04,Air,4.24,0.82,1.16,0.86,14,2650.84,15,40,1,1,172,732,3,0.84,1
184.12,9.31,4,0.86,0.04,0.03,Sea,4.5,0.67,1.17,0.8,39,1587.61,60,19,0,2,789,243,9,0.14,0
97.41,8.39,13,0.92,0.07,0.03,Air,1.94,0.99,1.1,0.36,7,5588.1,60,53,2,1,313,501,10,0.73,0
401.82,4.19,17,0.91,0.02,0.02,Air,3.21,0.67,0.91,0.69,44,9546.05,15,24,2,2,328,934,5,0.45,1
339.87,6.9,24,0.86,0.04,0.03,Road,1.39,0.96,1.15,0.19,12,8795.09,45,17,2,0,694,955,7,0.87,0
71.68,5.84,2,0.9,0.06,0,Sea,0.9,0.68,1.16,0.81,20,1157.91,60,11,0,0,15,540,11,0.27,0
212.02,7.09,14,0.96,0.09,0.04,Air,0.11,0.75,0.95,0.66,33,664.21,90,35,1,1,310,321,9,0.09,1
480.56,7.14,3,0.83,0.03,0,Sea,1.12,0.78,0.87,0.44,6,8750.33,15,31,0,0,867,923,7,0.8,1
275.18,6.66,5,0.82,0.01,0.01,Sea,3.02,0.97,1.15,0.86,40,6168.85,30,20,3,1,110,950,10,0.87,1
244.73,3.39,14,0.93,0.05,0.03,Air,4.52,0.96,1.15,0.14,27,3112.78,60,54,3,2,425,122,3,0.84,1
255.96,1.35,3,0.87,0.07,0.04,Road,0.67,0.93,0.84,0.85,13,5661.5,90,52,3,1,973,510,2,0.33,1
144,5.1,23,0.72,0.01,0,Sea,4.59,0.75,1.19,0.02,5,2294.52,45,47,1,3,369,353,12,0.03,1
215.92,9.02,7,0.97,0.04,0.05,Air,1.73,0.6,1.01,0.75,24,9474.82,45,44,2,2,140,367,7,0.14,1
216.42,6.13,18,0.71,0,0.05,Sea,2.13,0.87,1.2,0.57,10,8289.26,15,47,1,2,904,135,10,0.92,0
73.56,8.49,13,0.92,0,0.03,Sea,1.82,0.76,0.98,0.7,46,9626.16,90,43,3,1,395,729,8,0.36,0
395.41,9.92,29,0.93,0.05,0.02,Sea,2.04,0.9,1.01,0.41,32,1951.87,15,17,1,3,29,91,12,0.88,1
237.43,2.47,23,0.99,0.03,0.04,Air,1.3,0.92,0.91,0.86,9,8452.34,60,50,2,3,732,261,12,0.98,0
419.98,7.23,27,0.72,0.08,0.02,Sea,3.49,0.78,1.16,0.31,49,5646.83,15,38,2,0,304,562,4,0.4,1
432.66,7.07,22,0.88,0.06,0.02,Sea,3.79,0.9,0.98,0.27,35,3317.42,30,55,1,2,405,391,1,0.78,1
145.4,9.82,10,0.83,0.05,0.05,Road,4.12,0.94,1.13,0.3,44,4848.67,15,12,3,0,454,790,6,0.17,1
345.81,9.87,25,0.8,0.04,0.05,Air,1.71,0.97,0.83,0.77,12,9449.4,15,58,2,2,301,973,9,0.38,0
262.53,7.18,13,0.73,0.05,0.05,Air,3.82,0.83,1.12,0.5,11,6945.38,60,12,3,2,499,726,4,0.71,1
446.07,3.19,16,0.87,0,0.01,Sea,3.19,0.91,1,0.54,36,3663.16,90,53,2,2,357,108,3,0.21,1
147.08,8.19,9,0.84,0.09,0.01,Road,4.79,0.8,0.8,0.83,8,9999.01,30,55,3,2,274,461,6,0.32,0
355.02,1.96,2,0.73,0.1,0.01,Sea,2.12,0.62,0.89,0.83,10,3522.85,15,28,1,1,774,604,6,0.56,1
323.49,8.03,23,0.88,0.02,0.02,Sea,4.96,0.66,0.88,0.16,14,8155.83,60,9,0,3,53,33,4,0.69,0
182.89,9.19,5,0.92,0.01,0.02,Air,3.7,0.65,1.1,0.55,30,7865.34,60,25,0,2,84,426,7,0.36,0
111.47,4.45,29,0.93,0.01,0.02,Road,3.88,0.67,0.99,0.13,1,7256.97,60,40,3,0,62,362,11,0.38,1
343.24,6.68,22,0.97,0.07,0.03,Sea,0.13,0.6,0.86,0.87,12,6727.42,90,47,2,0,295,82,2,0.11,1
382.37,4.87,17,0.82,0.07,0.04,Air,2.49,0.94,0.9,0.84,5,1175.79,15,47,1,1,892,704,1,0.98,0
192.03,4.94,23,0.99,0.08,0.04,Sea,2.64,0.82,1,0.85,14,9950.06,45,13,2,3,75,524,11,0.61,1
340.17,3.79,22,0.96,0.08,0.04,Sea,0.2,0.75,0.81,0.7,36,1694.32,30,22,0,2,47,780,6,0.53,1
227.81,7.86,4,0.79,0.04,0,Road,1.56,0.76,0.97,0.47,17,6001.73,45,44,0,1,775,39,3,0.21,1
370.94,9.43,17,0.75,0.06,0,Road,4.78,0.79,1.07,0.4,22,2566.56,90,15,1,0,815,667,3,0.49,0
139.65,9.47,9,0.83,0.07,0.04,Road,2.13,0.63,1.01,0.4,31,1770.9,15,19,3,3,426,459,1,0.45,1
450.6,2.57,20,0.82,0.05,0.03,Sea,0.93,0.71,1.04,0.07,26,5638.71,45,40,1,2,720,489,2,0.26,1
179.33,8.87,2,0.87,0.05,0.03,Road,2.57,0.94,0.93,0.95,13,8379.81,45,52,0,3,757,948,3,0.45,1
215.5,7.64,24,0.88,0.06,0,Air,0.17,0.9,0.87,0.45,3,3831.76,45,43,1,0,478,466,1,0.2,0
76.14,3.28,18,0.92,0.06,0.01,Sea,2.58,0.83,1.12,0.93,43,863.97,30,49,0,1,64,843,8,0.71,1
100.18,1.61,21,0.85,0.06,0.03,Road,2.97,0.79,1.16,0.88,11,6275.21,15,53,2,1,853,733,6,0.91,0
282.14,3.41,27,0.73,0.06,0.04,Sea,1.79,0.7,1,0.83,5,7687.66,60,12,0,0,125,36,9,0,0
170.42,9.21,22,0.96,0.07,0.05,Sea,3.81,0.79,0.92,0.59,38,3031.24,15,44,0,2,606,365,1,0.56,0
425.97,6.7,11,0.79,0.06,0.03,Air,0.68,0.84,1,0.1,4,6936.84,45,54,1,2,288,626,11,0.73,0
56.61,7.49,13,0.99,0.05,0.03,Air,4.39,0.89,1.15,0.32,32,850.32,15,58,1,3,463,631,12,0.91,0
220.59,3.31,8,0.74,0.07,0.04,Air,4.78,0.67,1.08,0.6,10,3678.14,60,10,1,0,151,28,4,0.36,0
201.81,7.47,27,0.99,0.04,0.03,Sea,0.01,0.93,1.14,0.01,10,4793.9,30,11,2,0,617,537,4,0.91,0
58.7,1.25,1,0.73,0.02,0.03,Sea,4.21,0.74,0.93,0.04,44,7841.44,15,12,1,2,58,803,5,0.83,0
105.97,4.38,17,0.77,0,0.05,Air,2.53,0.8,1.08,0.68,18,3447.6,15,19,2,0,378,279,11,0.53,0
236.14,6.64,12,0.71,0.06,0.04,Sea,2.31,0.84,1.06,0.89,47,4591.63,30,52,3,1,379,568,2,0.26,1
271.79,2.31,4,0.91,0.06,0.05,Air,1.19,0.8,1.03,0.86,23,6320.7,30,30,1,2,310,155,1,0.65,0
231.93,8.41,21,0.96,0.1,0.01,Air,2.24,0.83,1.01,0.17,18,6278.39,45,34,1,2,726,677,12,0.26,0
288.92,3.12,13,0.83,0.04,0.03,Road,4.75,0.64,1.02,0.91,35,5225.83,45,19,3,1,932,888,9,0.35,1
317.81,6.87,29,0.98,0.04,0.04,Air,1.05,0.77,1.14,0.7,3,3351.9,30,48,3,0,980,924,5,0.47,1
54.47,4.65,9,0.88,0.02,0.01,Road,0.9,0.71,1.17,0.72,1,6732.25,60,55,3,2,361,551,8,0.5,0
258.84,6.36,27,0.89,0.01,0.04,Air,1.21,0.63,0.85,0.3,17,8387.83,45,24,0,2,204,626,12,0.19,1
483.57,1.97,7,0.95,0.08,0.01,Sea,2.76,0.68,1.03,0.72,42,1622.76,60,13,0,2,314,158,3,0.69,1
283.56,1.15,23,0.79,0.02,0.04,Road,4.65,0.84,1.17,0.71,6,3470.57,30,10,0,0,259,926,4,0.99,0
354.89,9.19,24,0.81,0.06,0.03,Sea,2.87,0.68,0.85,0.59,11,6720.61,15,37,3,2,267,569,4,0.24,0
190.34,3.43,5,0.97,0.07,0.01,Sea,1.22,0.67,0.97,0.36,14,7582.18,30,30,2,0,999,192,6,0.55,0
398.3,8.38,5,0.97,0.05,0.02,Air,2.2,0.82,0.84,0.81,49,7836.45,30,28,1,3,965,679,4,0.45,0
397.81,9.99,17,0.99,0.09,0.03,Air,1.95,0.96,0.85,0.94,28,6567.39,90,27,0,1,459,51,5,0.31,0
284.58,2.9,9,0.97,0.04,0.03,Sea,0.23,0.92,1.16,0.87,39,4834.88,30,54,3,0,880,174,12,0.42,0
489.21,3.39,6,0.74,0.03,0.02,Air,2.55,0.96,0.98,0.24,36,6493.42,45,48,1,0,68,818,5,0.73,0
106.5,6.97,25,0.95,0.09,0.04,Air,0.63,0.83,1.08,0.45,11,1436.94,15,32,0,1,230,695,8,0.41,0
57.63,9.69,19,0.82,0.09,0.03,Air,4.21,0.76,0.86,0.34,41,2156.84,60,36,3,0,581,873,9,0.51,0
396.57,9.24,16,1,0.02,0.03,Sea,2.74,0.89,0.81,0.71,40,9282.56,90,59,1,1,543,103,11,0.48,1
413.22,5.53,21,0.84,0,0,Road,4.22,0.7,1.16,0.83,4,9229.49,45,58,0,3,866,223,8,0.56,1
104.09,8.16,2,0.87,0.01,0.05,Road,4.78,0.63,1.03,0.22,48,7266.45,15,57,0,2,371,197,12,0.29,1
169.51,2.22,10,0.86,0.03,0.01,Sea,4.72,0.74,0.81,0.95,6,3337.77,60,41,0,1,951,97,5,0.51,1
57.9,9.8,16,0.8,0.1,0.03,Air,0.5,0.72,1.2,0.68,38,6523.52,15,57,0,1,62,467,12,0.13,1
181.99,9.68,5,0.72,0.06,0.04,Air,4.72,0.87,1,0.22,19,6909.14,45,29,0,2,796,481,12,0.74,0
397.91,2.47,15,0.97,0.04,0.01,Road,3.98,0.82,0.99,0.37,31,5199.64,15,51,3,2,570,778,6,0.11,0
283.08,3.69,13,0.94,0.09,0.03,Sea,3.89,0.66,1.05,0.1,2,7510.41,30,46,1,0,985,769,4,0.78,0
206.64,1.9,13,0.74,0.05,0.01,Sea,0.45,0.96,0.8,0.6,43,393.94,15,56,0,0,538,63,2,0.83,0
217.28,3.45,13,0.93,0.03,0.04,Air,0.9,0.84,1.03,0.17,25,2636.59,30,36,1,0,507,381,11,0.02,1
50.61,8.34,15,0.89,0.09,0.03,Air,4.88,0.78,1.05,0.69,41,7965.06,45,25,0,2,648,812,11,0.83,0
184.91,4.4,14,0.82,0.08,0.04,Air,1.07,0.97,0.92,0.74,48,9393.13,90,38,3,2,164,665,5,0.65,0
340.91,1.8,8,0.78,0.08,0.04,Sea,0.85,0.64,1.09,0.48,11,8773.27,30,56,3,2,796,526,1,0.1,1
488.39,4.08,11,0.96,0.05,0.03,Road,1.81,0.92,0.95,0.09,46,7193.28,15,25,1,0,756,936,1,1,0
431.18,9.83,18,0.91,0.08,0.04,Sea,4.57,0.75,1.09,0.61,40,1738.42,15,28,0,2,499,374,1,0.62,1
60.62,6.67,24,0.86,0.02,0.03,Sea,2.38,0.88,0.86,0.37,45,3750.32,15,10,3,2,807,46,4,0.4,0
454.35,4.75,4,0.88,0.06,0.02,Sea,4.6,0.97,1.17,0.95,42,597.11,45,51,0,3,87,128,5,0.89,1
402.44,2.5,26,0.73,0.1,0.03,Road,1.67,0.81,1.15,0.51,44,6434.63,60,18,0,1,183,418,4,0.04,1
401.17,9.88,10,0.84,0.03,0.05,Air,1.13,0.61,0.86,0.07,21,4553.65,15,21,2,1,627,372,6,0.72,0
256.1,8.39,1,0.76,0.08,0.02,Air,2.48,0.61,1.18,0.64,3,5772.82,15,21,3,2,329,378,2,0.14,0
229.1,3.53,29,0.76,0.05,0.02,Sea,3.08,0.73,1.02,0.78,2,9795.59,30,16,1,0,41,967,5,0.55,0
186.31,1.63,5,0.9,0,0.02,Sea,1.96,0.91,1.08,0.16,11,4082.3,90,25,1,3,958,162,6,0.1,0
79.56,1.51,13,0.97,0.08,0.02,Road,1.73,0.72,1.14,0.45,24,3136.43,15,59,0,3,928,332,5,0.68,0
152.71,2.08,1,0.82,0.02,0,Road,1.09,0.73,0.83,0.74,24,1590.99,45,14,0,1,301,767,6,0.46,1
160.97,6.23,23,0.76,0.06,0.02,Air,1.38,0.91,0.87,0.02,21,1521.74,60,57,0,3,531,303,8,0.01,1
267.83,9.36,8,0.89,0.01,0.02,Sea,3.37,0.65,0.92,0.03,25,5233.88,60,37,2,3,324,489,2,0.07,1
386.35,5.47,3,0.96,0.09,0.03,Road,1.85,0.94,0.99,0.68,4,7517.36,60,15,0,3,623,953,7,0.7,1
263.21,8.59,3,0.92,0.03,0.02,Road,0.4,0.71,0.94,0.73,40,5688.18,45,35,0,2,639,733,6,0.4,0
76.03,5.01,7,0.96,0.02,0.03,Sea,0.69,0.62,1,0.85,43,8745.6,60,13,1,1,678,487,10,0.67,1
481.01,7.38,4,0.86,0.01,0.04,Sea,1.86,0.65,0.87,0.4,47,3227.14,60,14,2,1,276,457,8,0.39,0
474.23,7.59,3,0.93,0.09,0.05,Sea,4.62,0.98,1.07,0.39,23,5990.96,30,47,1,0,431,139,9,0.36,1
403.34,2.57,15,0.74,0.07,0.03,Sea,1.9,0.78,0.82,0.55,24,6646.29,60,23,2,2,254,713,8,0.85,0
496.1,4.25,8,0.8,0.07,0,Sea,0.3,0.7,0.94,0.76,21,2878.83,30,21,2,3,600,718,5,0.85,0
295.02,6.74,3,0.82,0.05,0.05,Sea,2.09,0.81,0.87,0.64,2,4023.41,30,22,3,2,681,777,4,0.92,0
483.25,1.64,29,0.85,0.05,0.04,Road,3.34,0.87,1.09,0.33,23,5950.3,30,13,3,3,100,988,3,0.82,0
84.02,4.25,7,0.98,0.01,0.02,Sea,2.97,0.73,1.15,0.35,15,307.21,45,48,3,3,879,669,10,0.13,1
214.56,5.81,18,0.96,0.06,0.01,Air,1.39,0.89,0.83,0.76,26,8877.45,15,25,1,0,445,351,9,0.07,1
151.42,9.97,11,0.74,0.02,0.01,Sea,3.44,0.7,1.11,0.53,26,1199.53,90,44,3,0,650,276,7,0.06,1
138.12,5.27,11,0.75,0.1,0.01,Air,3.15,0.64,1.16,0.1,28,570.82,60,31,3,0,498,896,1,0.98,1
113.36,8.34,17,0.81,0.08,0,Air,0.86,0.82,1.19,0.15,26,2228.85,90,18,1,3,23,347,3,0.5,1
330.09,4.89,28,0.79,0.04,0.05,Air,0.81,0.66,1.03,0.85,45,5072.95,15,38,2,3,908,484,12,0.12,1
401.59,8.17,6,0.88,0.02,0.03,Sea,2.74,0.98,0.93,1,2,3354.1,30,53,2,2,295,424,3,0.54,0
310.23,6.36,8,0.97,0.08,0.03,Sea,3.3,0.6,0.93,0.34,35,4457.44,30,16,0,1,680,300,6,0.71,1
116.13,8.98,1,0.99,0.01,0.04,Air,4.81,0.9,0.95,0.39,32,934.28,30,30,0,3,650,181,2,0.09,0
415.01,4.7,29,0.9,0.02,0.04,Sea,2.11,0.71,1.05,0.15,30,2407.74,30,56,3,2,695,448,4,0.35,0
336.18,6.44,10,0.95,0.02,0.04,Road,3.82,0.94,1,0.24,46,1066.84,60,10,1,2,407,310,12,0.19,0
224.67,6.67,28,0.86,0.06,0.05,Road,0.58,0.62,1.06,0.42,20,2374.1,15,49,2,3,941,158,2,0.98,1
353.36,4.76,25,0.76,0.08,0.02,Road,4.45,0.98,0.82,0.28,13,7062.76,15,43,1,3,695,957,5,0.32,0
